attributes,FirstName,LastName,Title,Email,Phone,Country__c,Company,Industry,Status,AnnualRevenue,NumberOfEmployees,Technology__c,Technology_Service__c,RevenueRange,Exists,LeadScore,LeadScoreFinal,LeadCategory
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHxEAO')])",Rowan,LOW,Director of Vendor Relations,rowan@gmail.com,(246) 135-0976,IN,Chief Information Officer,Machinery,Open,4568024.0,69,Manufacturing,Process Optimization and Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHyEAO')])",Ruby,MACDONALD,CEO,ruby@gmail.com,(768) 432-7867,IN,"Director, IT Applications",Manufacturing,Qualified,4568025.0,45,Manufacturing,Supply Chain Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHhEAO')])",Olivia,Wasin,Marketing Manager,olivia@gmail.com,(666) 666-6666,IN,IT Project Coordinator,Chemicals,Open,4568026.0,55,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHiEAO')])",sain,LAING,Healthcare Director,sain@gmail.com,(999) 999-9999,IN,Construction Project Engineer & Civil Construction Coordinator,Communications,Qualified,4568027.0,25,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,200,66,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHjEAO')])",tali,LAIRD,Data Analyst,tali@gmail.com,(777) 777-7777,IN,Senior VP & Chief Information Officer,Construction,Unqualified,4568028.0,90,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,170,54,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHkEAO')])",Rain,LAMB,CTO,rain@gmail.com,(555) 555-5555,IN,SVP of Brand Management,Consulting,Contacted,4568029.0,75,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,190,62,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHlEAO')])",Ramona,LAMONT,Marketing Coordinator,ramona@gmail.com,(777) 777-7777,IN,"Director, Technology Sourcing",Education,Open,4568030.0,65,Marketing,Marketing Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHmEAO')])",Rebel,LANG,Financial Analyst,rebel@gmail.com,(888) 888-8888,IN,Implementation Coordinator,Electronics,Qualified,4568031.0,40,Financial,Financial Planning and Analysis,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHnEAO')])",Reese,LAW,Production Supervisor,reese@gmail.com,(444) 444-4444,IN,"Manager, Quality Assurance",Energy,Unqualified,4568032.0,60,CRM,CRM Software Implementation,4M - 6M,Yes,170,54,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHoEAO')])",Remi,LAWRIE,Healthcare Coordinator,remi@gmail.com,(222) 222-2222,IN,"Senior VP, Head of Core Systems Operations & Engineering",Engineering,Contacted,4568033.0,50,CRM,CRM Integration and Customization,4M - 6M,Yes,190,62,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHpEAO')])",Renata,LAWSON,Data Scientist,renata@gmail.com,(111) 111-1111,IN,"Vice President, IoT & AR Education",Entertainment,Open,4568034.0,76,CRM,CRM Integration and Customization,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHqEAO')])",River,LEITCH,Business Consultant,river@gmail.com,(333) 333-3333,IN,"Vice President, IT Applications",Environmental,Qualified,4568035.0,90,CRM,CRM Software Implementation,4M - 6M,Yes,200,66,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHzEAO')])",Rue,MACFARLANE,"VP, Finance",rue@gmail.com,(666) 666-6666,IN,"Director, Technology",Media,Unqualified,4568036.0,123,Manufacturing,Supply Chain Management,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI0EAO')])",Sadie,MACKAY,"VP, Facilities",sadie@gmail.com,(555) 123-0055,IN,Chief Information Officer,Not For Profit,Contacted,4568037.0,76,Manufacturing,Process Optimization and Automation,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI1EAO')])",Sage,MACKENZIE,"SVP, Operations",sage@gmail.com,(111) 111-1111,IN,"Assistant VP, Cres & Security Gss",Other,Open,4568038.0,98,Marketing,Marketing Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI2EAO')])",Saoirse,MACKIE,CFO,saoirse@gmail.com,(987) 654-1023,IN,"Regional VP, Information Technology",Recreation,Qualified,4568039.0,90,Marketing,Marketing Automation,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI3EAO')])",Sasha,MACLEAN,"VP, Production",sasha@gmail.com,(666) 666-6666,IN,Associate Director,Retail,Unqualified,4568040.0,150,Marketing,Marketing Automation,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI4EAO')])",Sawyer,MACLEOD,"SVP, Administration and Finance",sawyer@gmail.com,(123) 456-9087,USA,"Senior Director, IT Applications",Shipping,Contacted,4568041.0,75,Marketing,Marketing Automation,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI5EAO')])",Scarlett,MACPHERSON,CEO,scarlett@gmail.com,(444) 444-4444,USA,"Senior Director, Information Technology",Technology,Open,4568042.0,200,Marketing,Marketing Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI6EAO')])",Screry,MACRAE,"SVP, Technology",screry@gmail.com,(888) 999-0000,USA,"Engagement Director, Business Analytics",Telecommunications,Qualified,4568043.0,300,Marketing,Marketing Automation,4M - 6M,No,240,83,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI7EAO')])",Stormi,MCALLISTER,CFO,stormi@gmail.com,(777) 777-7777,USA,"Global Director, Information Technology BI",Transportation,Unqualified,4568044.0,50,Marketing,Marketing Automation,4M - 6M,No,210,70,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI8EAO')])",Stormi,MCARTHUR,Regional General Manager,stormi@gmail.com,(123) 456-7890,USA,"Associate Director, Applications",Utilities,Contacted,4568045.0,80,Marketing,Marketing Automation,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEI9EAO')])",Scout,MCBRIDE,"VP, Facilities",scout@gmail.com,(555) 555-5555,USA,"Director, Process Technology",Apparel,Open,4568046.0,120,Marketing,Marketing Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIAEA4')])",Serena,MCCALLUM,"VP, Administration",serena@gmail.com,(888) 999-0000,USA,"Associate Director, Business Process Excellence",Banking,Qualified,4568047.0,250,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,240,83,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIBEA4')])",Seraphina,MCCOLL,CTO,seraphina@gmail.com,(222) 222-2222,USA,"Director, Information Security",Biotechnology,Unqualified,4568048.0,200,Healthcare,Healthcare Data Management,4M - 6M,No,210,70,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEICEA4')])",Shea,MCCORMICK,Marketing Coordinator,shea@gmail.com,(444) 444-4444,USA,"Vice President, Finance IT",Chemicals,Contacted,4568049.0,80,Healthcare,Healthcare Data Management,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIDEA4')])",Shiloh,MCCULLOCH,CEO,shiloh@gmail.com,(123) 456-7890,USA,"Director, Data & Analytics",Communications,Open,4568050.0,120,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIEEA4')])",Sia,MCDONALD,Marketing Manager,sia@gmail.com,(987) 654-3210,USA,"Director, Advanced Analytics & Corporate Strategy",Construction,Qualified,4568051.0,75,Healthcare,Healthcare Data Management,4M - 6M,No,240,83,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIFEA4')])",Sienna,MCDOUGALL,CFO,sienna@gmail.com,(555) 123-4567,USA,"Director, Information Management",Consulting,Unqualified,4568052.0,200,Healthcare,Healthcare Data Management,4M - 6M,No,210,70,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIGEA4')])",Skylar,MCEWAN,Sales Manager,skylar@gmail.com,(111) 222-3333,USA,"Director, Information Technology (Diesel)",Education,Contacted,4568053.0,150,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIHEA4')])",Sloane,MCFARLANE,CTO,sloane@gmail.com,(333) 444-5555,USA,"Vice President, User Support Services",Electronics,Open,4568054.0,80,Healthcare,Healthcare Data Management,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEIIEA4')])",Stella,MCGILL,Data Analyst,stella@gmail.com,(444) 555-6666,USA,"Director, Solution Delivery & Architecture",Energy,Qualified,4568055.0,220,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,240,83,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvxmEAA')])",john,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,USA,ABC Company,Hospitality,Open,4568060.0,688,CRM,CRM Integration and Customization,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwBKEAY')])",huhs8u9ws9u,uhaujhqbhaqu,Product Manager,huh@gmail.com,12345678987,USA,Tata tech,Healthcare,Open,4568076.0,87,CRM,CRM Software Implementation,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwZ1EAI')])",hutyu,jiuyi,CEO,hutry@oiy.com,1234567889,USA,tech mahinrda,Not For Profit,Open,4568082.0,78,CRM,CRM Software Implementation,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvIuEAI')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Technology,Open,4568087.0,279,Manufacturing,Process Optimization and Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvFCEAY')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Chemicals,Open,4568088.0,300,Manufacturing,Process Optimization and Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004l214EAA')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Government,Open,4568090.0,500,Manufacturing,Process Optimization and Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvW3EAI')])",Jane,Doe,CEO,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Chemicals,Contacted,4568105.0,654,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvxXEAQ')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,USA,ABC Company,Healthcare,Open,4568110.0,45,Marketing,Marketing Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvzxEAA')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,USA,XYZ Corporation,Hospitality,Open,4568111.0,76,Marketing,Marketing Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lMtpEAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Healthcare,Open,4568127.0,84,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lNlCEAU')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Insurance,Open,4568129.0,432,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lQAPEA2')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Machinery,Open,4568130.0,345,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvyBEAQ')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Other,Open,4568134.0,578,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lNmHEAU')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Biotechnology,Open,4568140.0,89,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvWhEAI')])",Michael,Thompson,Marketing Director,michael.thompson@example.com,(246) 135-7908,USA,Tech Innovators,Food & Beverage,Open,4568142.0,890,IT Services,IT Consulting and Strategy,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lMuTEAU')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Technology,Open,4568155.0,345,IT Services,IT Infrastructure Management,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwYwEAI')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,USA,XYZ Corporation,Food & Beverage,Open,4568159.0,800,IT Services,IT Infrastructure Management,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ktyqEAA')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Technology,Open,4568172.0,980,SAP,SAP Implementation and Consulting,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ku1rEAA')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Chemicals,Open,4568173.0,560,SAP,SAP Implementation and Consulting,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ku1sEAA')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Biotechnology,Open,4568174.0,456,SAP,SAP Implementation and Consulting,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvFgEAI')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Government,Open,4568175.0,765,SAP,SAP Implementation and Consulting,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvWXEAY')])",David,Johnson,CEO,david.johnson@example.com,(555) 123-4567,IN,Acme Industries,Healthcare,Contacted,4568178.0,881,SAP,SAP Implementation and Consulting,4M - 6M,Yes,190,62,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwDuEAI')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Not For Profit,Open,4568184.0,887,RPA,RPA Consulting and Strategy,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwb2EAA')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Other,Open,4568185.0,888,RPA,RPA Consulting and Strategy,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwDkEAI')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Shipping,Open,4568188.0,891,RPA,RPA Consulting and Strategy,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lMu4EAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Shipping,Open,4568205.0,908,Financial,Financial Planning and Analysis,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwBFEAY')])",tshhsd,jkkasdj,Marketing Director,tssg@thh.com,23344566778,IN,PWC VP,Manufacturing,Open,4568217.0,575,SAP,SAP Customization and Development,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwBGEAY')])",ieu,iasu,Marketing Director,ieu@gmail.com,owquiswq9,IN,Technical,Media,Open,4568218.0,576,SAP,SAP Customization and Development,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwB5EAI')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Other,Open,4568220.0,876,Financial,Auditing and Assurance,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwBPEAY')])",ghftt,yt,Marketing Director,ght@gmail.com,87654323465,IN,VP Tech,Shipping,Open,4568223.0,879,Financial,Auditing and Assurance,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwDpEAI')])",esr,dest,Account Executive,esr@dest.com,23456789876,IN,Serat Tech,Government,Open,4568227.0,883,Financial,Auditing and Assurance,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004l21EEAQ')])",David,Johnson,CEO,david.johnson@example.com,(555) 123-4567,IN,Acme Industries,Recreation,Open,4568238.0,894,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwAlEAI')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Government,Open,4568246.0,902,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lDaWEAU')])",Surbhi,Bondre,Product Manager,ashwini.kahalkar@itradiant.com,9373443418,IN,ITRadiant.solutions,Insurance,Open,4568249.0,905,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvFMEAY')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Media,Open,4568252.0,908,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvWDEAY')])",Sarah,Wilson,Sales Manager,sarah.wilson@example.com,(789) 456-1230,IN,Global Solutions,Hospitality,Open,4568265.0,921,Marketing,Digital Marketing,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvxSEAQ')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Retail,Open,4568273.0,929,Manufacturing,Supply Chain Management,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvz9EAA')])",J,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,USA,XYZ Corporation,Not For Profit,Open,4568287.0,943,CRM,CRM Software Implementation,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004ku4qEAA')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,USA,XYZ Corporation,Retail,Contacted,4568290.0,946,CRM,CRM Software Implementation,4M - 6M,Yes,150,45,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvFREAY')])",John,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,IN,ABC Company,Not For Profit,Open,4568304.0,345,Marketing,Digital Marketing,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwcoEAA')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Government,Open,4568312.0,353,Manufacturing,Process Optimization and Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvWIEAY')])",Michael,Thompson,Product Manager,michael.thompson@example.com,(246) 135-7908,USA,Tech Innovators,Machinery,Contacted,4568318.0,359,Manufacturing,Process Optimization and Automation,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwAWEAY')])",xvy,ndh,Sales Manager,trst@hgd.com,32345678900,USA,Senior Tech,Chemicals,Open,4568327.0,368,RPA,Process Analysis and Optimization,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kwBAEAY')])",john,Smith,Sales Manager,john.smith@example.com,(123) 456-7890,USA,ABC Company,Government,Open,4568329.0,370,RPA,Process Analysis and Optimization,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004l3ZREAY')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Not For Profit,Open,4568338.0,379,RPA,Process Analysis and Optimization,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lLIZEA2')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Food & Beverage,Open,4568347.0,388,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lNkxEAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Machinery,Open,4568352.0,393,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lR0kEAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Manufacturing,Open,4568353.0,394,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lR1YEAU')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Biotechnology,Open,4568362.0,403,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lLIKEA2')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Machinery,Open,4568369.0,410,Manufacturing,Process Optimization and Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lLIPEA2')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Manufacturing,Open,4568370.0,411,Manufacturing,Process Optimization and Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lNl2EAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Media,Open,4568371.0,412,Manufacturing,Process Optimization and Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lR2REAU')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,USA,Johnson & Johnson,Not For Profit,Open,4568372.0,413,Manufacturing,Process Optimization and Automation,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004kvFXEAY')])",Jane,Doe,Marketing Director,jane.doe@example.com,(987) 654-3210,IN,XYZ Corporation,Other,Open,4568390.0,767,CRM,CRM Integration and Customization,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000004lR0zEAE')])",John,Smith,CEO,john.smith@johnson.com,(986) 857-4869,IN,Johnson & Johnson,Government,Open,4568397.0,774,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
